State,Year,HLp,NPr,LTFr,CLEARr,Dr,EIr,EI6r,PerTscr,PerTNscr,PerNPIS,PerReferOP,PerReDirDiag,PerOPS,PerNPOS,PerD,PerDHL,PerHL3,PerLTF,PerEI,PerEI6,NPIS,ReferOP,OPS,POS,NPOS,CLEAR,EI,EI6,Birth,Tscr,TNscr,NoInPaOut,NoInReOut,PaInPaOut,PaInReOut,PaInNoOut,ReInNoOut,ReInPaOut,ReInReOut,ReInStDia,Tdiag,TotPas,TotNotPas,HL,NHL,HL3,LTF,ToEnrEIPC,ToEnrEINPC,ToEnrEI6PC,ToEnrEI6NPC,Pop_with_insur,Pop_without_insur,Total_population,Population_under_5yr,White_alone_male_under_5yr,White_alone_female_under_5yr,Black_male_under_5yr,Black_female_under_5yr,Median_household_income,White_under_5yr,Black_under_5yr,Percent_insured,Percent_uninsured,percent_White_under_5yr,percent_Black_under_5yr,Health_Spending_per_Capita
Wisconsin,2017,1.8036669332956916,11.119998745275177,1.9448234759014413,1.2860929437412758,7.904766385921987,1.1606204614250537,0.6587305321601656,98.76541297478158,1.234587025218415,NA,NA,NA,NA,NA,71.08603667136812,22.817460317460316,41.73913043478261,17.48942172073343,64.34782608695652,36.52173913043478,NA,NA,NA,NA,NA,82,74,42,64556,63759,797,NA,NA,NA,NA,NA,NA,NA,NA,NA,503,63050,709,115,388,48,124,74,0,42,NA,5321616,369522,5763217,337472,132594,125601,15307,15272,56759,258195,30579,92.33759547835871,6.411731503429421,76.50856959984829,9.0611961881282,9019
Wyoming,2017,1.948684637869438,3.247807729782397,0,0.4871711594673595,2.9230269568041574,1.948684637869438,1.6239038648911985,98.21371610845296,1.7862838915470494,2.4845729132835337,98.0392156862745,1.9607843137254901,98.0392156862745,11.333333333333332,90,66.66666666666666,91.66666666666666,0,100,83.33333333333334,153,150,150,133,17,3,12,10,6270,6158,112,0,0,0,0,6005,0,133,17,3,17,6138,20,12,5,11,0,10,2,8,2,505488,67982,583200,37457,16840,16033,115,255,60938,32873,370,86.67489711934157,11.656721536351165,87.76196705555705,0.9877993432469232,9496
Alabama,2018,1.8966077815107836,35.31303059860554,3.323579350456992,1.0476500126440518,30.95986416675698,1.824356056500849,0.9934612188866009,94.84829275814216,5.151707241857836,52.08265597341136,115.07248387320523,0.3641534299784976,99.1317410244855,5.0490968602254815,87.67263427109975,6.1260210035005835,76.19047619047619,9.411764705882353,96.19047619047619,52.38095238095239,28834,33180,32996,31330,1666,58,101,55,58369,55362,3007,147,9,4198,97,22077,184,26985,1560,105,1713,53407,1955,105,1608,80,184,100,1,55,0,4307566,477474,4864680,292125,92144,87678,44117,42079,48486,179822,86196,88.54777703774965,9.815116307753028,61.55652545999144,29.506546854942233,8343
Alaska,2018,1.761292996270203,12.8470783257356,3.6261914629092415,2.0721094073767095,7.252382925818483,0.8288437629506837,0.5180273518441774,96.75220529270248,3.247794707297514,2.952755905511811,94.03508771929825,23.50877192982456,77.91044776119404,19.157088122605366,56.451612903225815,24.285714285714285,58.82352941176471,28.225806451612907,47.05882352941176,29.411764705882355,285,268,261,211,50,20,8,5,9976,9652,324,47,3,0,0,9317,7,164,47,67,69,9528,124,17,52,10,35,7,1,4,1,611150,102956,738516,54240,15149,14565,673,836,76715,29714,1509,82.75379274111869,13.94093018973184,54.78244837758112,2.7820796460176993,12695
Arizona,2018,2.255639097744361,8.788364353506717,1.6886478491310244,1.3928263281153703,5.719216072969308,1.0846789103907308,0.8258350795020338,99.03080904252722,0.9691909574727797,4.306668310119561,99.62793360045794,6.410990269032628,90.22941970310391,10.499551301226443,65.07713884992987,39.439655172413794,71.58469945355192,19.214586255259466,48.08743169398907,36.6120218579235,3494,3481,3343,2992,351,113,88,67,81924,81130,794,177,21,13,0,77425,138,2802,330,224,463,80417,713,183,280,131,137,88,0,67,0,6089964,748306,6946685,436102,154753,148592,11356,10677,56213,303345,22033,87.667196655671,10.772130879692977,69.55826847847521,5.052258416608958,7816
Arkansas,2018,2.1657357802348116,20.318021201413426,11.227630229112048,4.787415935255899,4.331471560469623,1.3108400775105438,0.5699304684828451,98.85627359287848,1.1437264071215278,NA,NA,NA,NA,NA,21.31837307152875,50,48.68421052631579,55.259467040673215,60.526315789473685,26.31578947368421,NA,NA,NA,NA,NA,168,46,20,35498,35092,406,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,34379,713,76,75,37,394,10,36,2,18,2671701,265434,2990671,190311,68027,63995,17729,16846,45726,132022,34575,89.33450051844552,8.87539953408449,69.37171261776776,18.16763087787884,8545
California,2018,2.155008266091998,6.409021464957594,0.4928293332019122,1.2119121330101568,4.7065201320782615,1.7831461328578275,1.451606399612905,99.55708002890354,0.4429199710964611,2.895596345894508,97.284542781989785,3.3266285006962706,91.43406382160707,14.691783701959466,73.43586158685774,45.78772013326987,67.25571725571726,7.6896190143306535,82.74428274428274,67.35966735966737,12926,12575,11891,10144,1747,541,796,648,448388,446402,1986,74,5,NA,NA,433397,684,10070,1742,430,2100,443541,2861,962,1138,647,220,796,0,648,NA,35373781,3280167,39148760,2480679,700975,671527,67100,64710,71228,1372502,131810,90.35734720588852,8.378725149915349,55.327674398823866,5.313464579657425,9069
Colorado,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4997417,441850,5531141,335199,135442,129477,7496,7719,68811,264919,15215,90.35056238848368,7.988406008814457,79.03335033815733,4.5390946870366555,7998
Connecticut,2018,2.3962774109058484,12.510797180194489,0.5851375073142189,0.2786369082448661,11.674886455459891,1.6718214494691968,1.1424113238039513,99.209398756047,0.7906012439530062,0,NA,NA,NA,NA,93.31848552338529,20.52505966587112,69.76744186046511,4.67706013363029,69.76744186046511,47.674418604651166,0,0,0,0,0,10,60,41,36175,35889,286,0,0,0,0,0,0,0,0,0,418,35440,449,86,332,60,21,60,0,41,0,3333279,196809,3581504,184983,63139,59616,11650,11298,76106,122755,22948,93.0692524704705,5.495149523775487,66.36015201396886,12.405464285907355,11378
Delaware,2018,1.4258071086668702,8.452999287096445,6.31428862409614,0.5092168245238823,1.7313372033811998,1.0184336490477646,0.7129035543334351,91.84360677205126,8.156393227948742,2.2303696914146043,120.09132420091323,12.32876712328767,75.17241379310344,5.045871559633028,20.481927710843372,82.35294117647058,35.714285714285715,74.69879518072288,71.42857142857143,50,219,263,218,207,11,5,10,7,10691,9819,872,68,2,1,0,9529,45,138,9,27,16,9736,83,14,2,5,62,10,0,7,NA,878252,56491,949495,54854,16598,15977,6884,6493,65627,32575,13377,92.49674827144956,5.949583726085972,59.3849126772888,24.38655339628833,11771
District of Columbia,2018,1.2182122734886554,29.922338967565096,26.648393482564337,0.38069133546520484,2.9693924166285974,0,0,97.06599660039909,2.9340033996009165,5.108877721943048,100.59612518628913,6.110283159463488,48.04469273743017,6.104651162790697,9.923664122137405,41.02564102564102,81.25,89.05852417302799,0,0,671,675,344,323,21,5,0,0,13531,13134,397,40,2,3,0,12418,331,280,19,41,38,12741,393,16,22,13,350,0,0,NA,NA,647170,27088,684498,44692,7458,7174,10874,11037,82604,14632,21911,94.54666047234616,3.957352687663076,32.73964020406337,49.026671440078765,13487
Florida,2018,1.2234524979215478,40.449512508502764,5.078036429597159,1.3651651424684452,34.01103469125538,0.7983145642808556,0.44403295291361194,95.57036314715496,4.429636852845044,NA,NA,NA,NA,NA,84.08268130328156,3.5972222222222223,50.57915057915058,12.554011444587177,65.25096525096525,36.293436293436294,NA,NA,NA,NA,NA,289,169,94,221508,211696,9812,NA,NA,NA,NA,NA,NA,NA,NA,NA,7199,203133,8563,259,6940,131,1075,169,0,94,NA,17543755,2744513,20598139,1117420,378652,358908,118061,116779,53267,737560,234840,85.17155360491547,13.324082335787713,66.0056200891339,21.016269621091443,9148
Georgia,2018,1.6618263956114876,17.804130364633753,10.656663439819296,1.4117457244272347,5.743788318812521,0.8712487899322362,0.5485640529202969,97.5609756097561,2.4390243902439024,4.781381090674411,122.76024970474101,1.5859625442888479,77.04206241519674,9.070095103909827,32.260987766198454,28.932584269662918,73.30097087378641,59.85500679655641,52.42718446601942,33.00970873786408,5927,7276,5678,5163,515,175,108,68,127059,123960,3099,1083,61,272,27,116590,1598,3808,427,94,711,121753,2207,206,505,151,1321,105,3,67,1,8719886,1389541,10297484,655810,176002,167555,111542,108024,55679,343557,219566,84.67977226281683,13.493985521123411,52.38666686997758,33.48012381634925,7844
Hawaii,2018,4.5365009252074255,11.400943114666031,1.910105652718916,1.1341252313018564,8.416403032292724,3.044230884020773,1.7310332477765178,99.07741439470105,0.9225856052989532,3.4381901748940487,140.45138888888889,10.76388888888889,89.32261768082664,12.596401028277635,73.82198952879581,53.90070921985816,82.89473684210526,16.75392670157068,67.10526315789474,38.15789473684211,576,809,778,680,98,19,51,29,16909,16753,156,241,7,45,2,15882,31,394,89,62,140,16562,191,76,64,63,32,51,0,29,NA,1314884,55624,1422029,90388,10190,9747,854,742,78084,19937,1596,92.46534353378166,3.911593926706136,22.057131477629774,1.7657211134221356,8932
Idaho,2018,1.7553269296406455,36.22799746452777,7.1188258813203955,0.7801453020625091,28.37778536252377,1.0239407089570434,0.7313862206836024,95.90367079728782,4.096329202712182,3.6032961139012145,83.085250338295,67.38836265223274,46.043165467625904,27.9296875,78.33109017496636,6.185567010309279,69.44444444444444,19.650067294751008,58.333333333333336,41.66666666666667,739,614,512,369,143,16,21,15,21385,20509,876,211,117,45,0,19397,102,113,26,498,581,19766,743,36,545,25,146,21,0,15,0,1482628,183747,1687809,114164,50684,48513,359,412,53089,99197,771,87.84335194325898,10.886717632149136,86.8899127570863,0.6753442416173224,7444
Illinois,2018,2.1188266727957017,12.052173413393856,0.8690780590111185,2.837073002556957,8.353204815123396,1.321573246760709,1.0917344212371074,99.07350743613463,0.9264925638653668,3.25652885913753,104.63167181296869,16.872518747243053,79.34289344708658,12.331274307938687,69.30870083432657,25.365434221840065,59.32203389830508,7.210965435041716,62.37288135593221,51.52542372881356,4534,4744,4371,3832,539,395,184,152,140530,139228,1302,399,148,416,12,133718,373,3017,379,765,1162,137550,1678,295,867,175,121,184,0,152,NA,11714595,928612,12821497,776957,260149,246608,62318,60574,63575,506757,122892,91.36682713414822,7.242617613216304,65.2233006459817,15.81709155075506,9118
Indiana,2018,2.48043285481114,40.62512048734722,4.292562557030678,4.266858589623308,32.078551324396926,1.5422380444421595,1.028158696294773,97.95797610504715,2.042023894952852,4.062512048734722,100,0,0,NA,78.96235368554255,7.732371794871796,58.549222797927456,10.566276494780134,62.17616580310881,41.45077720207254,3161,3161,0,0,0,332,120,80,79431,77809,1622,0,0,0,0,74648,3161,0,0,0,2495,74648,3161,193,2302,113,334,119,1,79,1,5941997,596543,6637426,418299,165568,157972,23855,22667,54325,323540,46522,89.52261012024843,8.98756536042737,77.34658701072678,11.121709590508225,9297
Iowa,2018,2.320436026118396,14.46225244185419,1.9157088122605364,2.104581512060871,10.468943931789973,1.483999784145486,0.9713453132588635,98.46439957492031,1.5356004250797024,5.107657438886191,104.33174854727945,3.6450079239302693,82.72994129158513,10.82199881726789,72.38805970149254,22.164948453608247,65.11627906976744,13.246268656716417,63.95348837209303,41.86046511627907,1893,1975,1691,1508,183,78,55,36,37640,37062,578,145,6,0,0,35018,284,1363,177,69,387,36526,536,86,301,56,71,54,1,36,NA,2936373,152469,3132499,197430,85020,80986,5108,5154,58580,166006,10262,93.73899241468233,4.8673279704159524,84.08347262320822,5.197791622347161,8812
Kansas,2018,1.765272279875896,14.978067829250028,0.9361292393281267,2.032737776826789,12.0359473627902,1.4175671338397346,1.1501016368888413,98.267931768602,1.7320682313980078,NA,NA,NA,NA,NA,80.35714285714286,14.666666666666666,50,6.25,80.3030303030303,65.15151515151516,NA,NA,NA,NA,NA,76,53,43,38047,37388,659,NA,NA,NA,NA,NA,NA,NA,NA,NA,449,36828,560,66,383,33,35,53,0,43,NA,2592817,256512,2908776,194202,78983,75722,6297,6351,57422,154705,12648,89.13773353465513,8.818554608536374,79.66189843564948,6.5128062532826645,8381
Kentucky,2018,0.9860765984301662,18.064923283240642,4.003470989626474,2.051039324734745,12.030134500848026,0.4733167672464797,0.25637991559184314,98.18562051004008,1.814379489959917,NA,NA,NA,NA,NA,66.5938864628821,8.19672131147541,80,22.161572052401745,48,26,NA,NA,NA,NA,NA,104,24,13,51643,50706,937,NA,NA,NA,NA,NA,NA,NA,NA,NA,609,49790,916,50,559,40,203,24,0,13,NA,4091779,265416,4440204,274440,115495,108915,11486,11347,48392,224410,22833,92.15295063019627,5.9775631930424815,81.77015012388864,8.319851333624836,9332
Louisiana,2018,1.0889539236371062,19.209827809160824,5.870142244606275,0.7146260123868509,12.64207445722453,0.7486558225005105,0.5955216769890425,98.86120876717858,1.13879123282141,NA,NA,NA,NA,NA,65.81045172719222,8.613728129205922,57.8125,30.558015943312668,68.75,54.6875,NA,NA,NA,NA,NA,42,44,35,59449,58772,677,NA,NA,NA,NA,NA,NA,NA,NA,NA,742,57643,1129,64,678,37,345,33,11,29,6,4072162,487112,4663616,309339,87493,83173,55959,55667,47942,170666,111626,87.3176951104036,10.444942293705143,55.171187596778935,36.085330333388285,9217
Maine,2018,1.95994887089902,16.95781849169152,2.641670217298679,2.641670217298679,11.75969322539412,1.1930123561994035,1.0225820195994886,97.78351804016332,2.2164819598366803,NA,NA,NA,NA,NA,69.34673366834171,16.666666666666664,86.95652173913044,15.577889447236181,60.86956521739131,52.17391304347826,NA,NA,NA,NA,NA,31,14,12,12001,11735,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,137,11536,199,23,114,20,31,14,0,12,NA,1207993,109641,1332813,64437,29690,27812,919,720,55425,57502,1639,90.63484524835818,8.226285307841385,89.23754985489704,2.543569688222605,10950
Maryland,2018,0.976360247344596,13.994496878605876,2.189413887984852,1.4349536968549366,10.384922630847067,0.7100801798869789,0.5621468090771916,99.12311572526248,0.8768842747375213,2.7752300363916094,78.62473347547974,39.81876332622601,61.47614761476148,6.588579795021962,74.20718816067652,9.401709401709402,77.27272727272727,15.644820295983086,72.72727272727273,57.57575757575758,1876,1475,1366,1276,90,97,48,38,68196,67598,598,339,7,0,0,65376,109,937,83,747,701,66652,946,66,635,51,148,48,0,38,0,5525043,382130,6003435,366174,90071,87416,56312,54199,81868,177487,110511,92.0313620452291,6.365189262480563,48.47067241256889,30.17991446689279,9934
Massachusetts,2018,2.658152872683145,19.965039511131017,0.910128429233903,1.9069357564900824,17.16242180841074,2.2969907975903268,1.7769174094566678,99.15060016615578,0.8493998338442147,NA,NA,NA,NA,NA,85.96237337192476,15.488215488215488,75.54347826086956,4.558610709117222,86.41304347826086,66.84782608695652,NA,NA,NA,NA,NA,132,159,123,69814,69221,593,NA,NA,NA,NA,NA,NA,NA,NA,NA,1187,67839,1382,184,1003,139,63,159,0,123,NA,6566545,189470,6830193,362681,127993,121406,18470,17096,77378,249399,35566,96.1399626628413,2.7740065324654806,68.7653888679032,9.806413900921195,12215
Michigan,2018,1.4372509309466257,11.236689096491801,5.534349363969799,1.007942211313218,4.703730319461684,0.8679502375197156,0.5506350969211099,99.21295567551552,0.7870443244844859,NA,NA,NA,NA,NA,41.86046511627907,30.555555555555557,56.493506493506494,49.25249169435216,60.3896103896104,38.311688311688314,NA,NA,NA,NA,NA,108,93,59,107999,107149,850,NA,NA,NA,NA,NA,NA,NA,NA,NA,503,105945,1204,154,349,87,593,93,0,59,NA,9250420,597044,9957488,572374,208245,198624,49007,47484,54938,406869,96491,92.899132793331,5.995929897178886,71.08446575141429,16.858033383766557,9142
Minnesota,2018,2.3268192532887233,12.30324690137632,2.524522849973386,2.1747395635312903,7.619192456847388,1.4903809596228426,0.8668542316173674,98.72530178367666,1.274698216323344,4.381415861911641,96.91079486289483,9.753557792433183,82.75301008786202,10.971293747542273,61.928306551297894,30.538922155688624,79.08496732026144,20.519159456118665,64.05228758169935,37.254901960784316,2881,2792,2543,2264,279,143,98,57,66604,65755,849,186,6,NA,NA,62682,249,2078,273,281,500,64946,809,153,347,121,166,98,0,57,NA,5214625,254764,5527358,351740,131947,124738,17800,16248,68411,256685,34048,94.34208893290429,4.609145997056822,72.97577756297265,9.679877182009438,10174
Mississippi,2018,1.8696804799776756,27.933584484442584,17.245709501883635,0.5581135761127389,10.15766708525185,1.2278498674480258,0.5302078973071019,96.82779864357317,3.1722013564268154,3.2231059020510675,30.822510822510825,78.87445887445888,28.09786898184688,25.280898876404496,36.36363636363637,18.40659340659341,31.343283582089555,61.738261738261734,65.67164179104478,28.35820895522388,1155,356,356,266,90,20,44,19,37009,35835,1174,19,1,92,0,34568,0,155,89,911,363,34834,1001,67,296,21,618,42,2,18,1,2552290,370357,2988762,188575,50138,47733,40032,38912,43567,97871,78944,85.39622760193016,12.39165246346146,51.900304918467455,41.863449555879626,8417
Missouri,2018,1.307639366827254,15.003441156228494,3.6200963523743974,1.2388162422573985,10.158293186510667,0.9910529938059187,0.8396421197522367,98.11601053413465,1.883989465865352,3.3544390915347555,73.45096430036931,27.082478457119407,59.91836734693877,7.3569482288828345,67.70642201834862,12.872628726287264,74.73684210526315,24.128440366972477,75.78947368421053,64.21052631578948,2437,1790,1468,1360,108,90,72,61,74045,72650,1395,3,0,0,10,70200,322,1357,98,660,737,71560,1090,95,642,71,263,72,0,61,0,5395736,581002,6090062,372932,145033,137172,26080,25645,53560,282205,51725,88.59903232512248,9.540165600941338,75.67197237029806,13.8698207716152,9032
Montana,2018,1.0644903752328574,17.564091191342143,12.951299565333098,1.0644903752328574,3.6370087820455956,0.7096602501552381,0.6209527188858334,97.94092093831452,2.059079061685491,7.176439279694846,117.3053152039555,1.73053152039555,85.87746625129803,7.255139056831923,20.707070707070706,29.268292682926827,66.66666666666666,73.73737373737373,66.66666666666666,58.333333333333336,809,949,827,767,60,12,8,7,11510,11273,237,125,2,25,2,10308,122,617,56,14,40,11075,198,12,28,8,146,8,0,7,0,921676,104910,1041732,61810,25931,24602,112,74,52559,50533,186,88.47534682624706,10.070728363917016,81.75537938844847,0.3009221808768807,9354
Nebraska,2018,2.291618115435407,7.0690592713431215,0.6214557601180766,1.2040705352287735,5.282373961003651,1.475957430280432,1.2429115202361531,99.33253597746827,0.6674640225317335,NA,NA,NA,NA,NA,74.72527472527473,43.38235294117647,64.40677966101694,8.791208791208792,64.40677966101694,54.23728813559322,NA,NA,NA,NA,NA,31,38,32,25919,25746,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,25564,182,59,76,38,16,38,0,32,NA,1717637,157831,1904760,131812,55216,52125,3758,3911,59116,107341,7669,90.17603267603268,8.286135786135786,81.43492246532941,5.818134919430705,9492
Nevada,2018,1.648828463986115,14.376627133352619,6.711021116575065,0.6653167486259763,7.029216083309228,1.214926236621348,1.0992189759907434,97.71333276802623,2.28666723197377,4.584900202487706,106.94006309148266,6.435331230283911,82.58208124652198,12.398921832884097,48.89336016096579,23.456790123456788,70.17543859649122,46.68008048289739,73.68421052631578,66.66666666666666,1585,1695,1484,1300,184,23,42,38,35379,34570,809,19,1,188,4,32773,211,1093,179,102,242,34073,497,57,185,40,232,42,0,38,0,2543371,344104,2922849,182311,54480,51560,9996,9269,57598,106040,19265,87.01684555035173,11.772896923515379,58.164345541410015,10.567107854161296,7892
New Hampshire,2018,1.4522467110883308,33.40167435503161,5.552708012984794,2.648214590808133,25.286178028361526,0.9396890483512728,0.5125576627370579,98.84319851389006,1.1568014861099385,NA,NA,NA,NA,NA,75.70332480818415,5.743243243243244,41.17647058823529,16.624040920716112,64.70588235294117,35.294117647058826,NA,NA,NA,NA,NA,31,11,6,11843,11706,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,295,11315,391,17,278,7,65,11,0,6,NA,1239969,86274,1343622,64079,29192,27992,595,629,74057,57184,1224,92.28555352621495,6.421002335478282,89.23984456686279,1.9101421682610527,10974
New Jersey,2018,1.141389641889,7.663616166968999,1.8853311049059374,2.0076228522511874,3.780853188757312,0.7031775472351874,0.36687524203574995,99.3258563446433,0.6741436553567091,NA,NA,NA,NA,NA,49.33510638297872,30.18867924528302,68.75,24.601063829787233,61.60714285714286,32.142857142857146,NA,NA,NA,NA,NA,197,69,36,98792,98126,666,NA,NA,NA,NA,NA,NA,NA,NA,NA,370,97374,752,112,258,77,185,69,0,36,NA,8033794,743045,8881845,521684,161747,154865,37346,36931,79363,316612,74277,90.45185994576578,8.365885691542692,60.69037961677951,14.237929474547812,10665
New Mexico,2018,1.7189514396218306,21.152652437568637,7.066800362889748,2.9126677171369906,11.220933008642506,0.8594757198109153,0.5729838132072769,96.56492069347105,3.4350793065289564,0,NA,NA,NA,NA,53.04740406320542,15.319148936170212,38.88888888888889,33.40857787810384,50,33.33333333333333,0,0,0,0,0,61,18,12,21688,20943,745,0,0,0,0,0,0,0,0,0,234,20500,443,36,198,14,148,18,0,12,0,1837116,220410,2092434,128357,46134,44532,1149,1160,48059,90666,2309,87.79803807431918,10.533665577982386,70.63580482560359,1.7988890360478977,8154
New York,2018,1.6944863672923463,11.305613042574535,6.023334206935194,0.9895800384987303,4.29721742745339,1.2381047057016077,0.7636485228597507,97.51396795741756,2.486032042582442,2.8756563310529315,298.6172218730358,1.4613450659962288,91.83117767188563,5.3715002566003305,38.00959232613909,39.43217665615142,44,53.27737809752199,73.06666666666666,45.06666666666666,6364,19004,17537,16595,942,219,274,169,226948,221306,5642,12395,316,NA,22,202209,1467,4200,604,93,950,218804,2502,375,575,165,1333,273,1,168,1,18123450,1255168,19618453,1163606,332388,317413,97610,95161,65323,649801,192771,92.37960811690911,6.397894879886809,55.8437306098456,16.566690099569787,12098
North Carolina,2018,1.8836472745457578,7.026171028504751,1.775295882647108,1.350225037506251,3.908984830805134,1.325220870145024,0.916819469911652,99.28092081854216,0.7190791814578523,2.7337889648274714,94.7560975609756,5.2439024390243905,84.9390243902439,12.52692031586504,55.63463819691577,48.18763326226013,52.21238938053098,25.26690391459075,70.35398230088495,48.67256637168141,3280,3108,2786,2437,349,162,159,110,120849,119980,869,0,0,0,0,116700,322,2437,349,172,468,119137,843,226,242,118,213,158,1,109,1,8851312,1100719,10155624,603193,188922,179412,67218,64426,52413,368334,131644,87.15675176631194,10.838516668202763,61.06403754685482,21.824523825707526,8285
North Dakota,2018,1.8948755972977427,24.303839182731917,13.181743285549514,4.860767836546383,6.343713956170704,1.5653320151590047,1.1534025374855825,99.49995901303386,0.5000409869661447,10.108749382105783,99.26650366748166,3.341483292583537,82.76409849086576,7.485604606525912,26.101694915254235,29.87012987012987,47.82608695652174,54.23728813559322,82.6086956521739,60.86956521739131,1227,1218,1042,964,78,59,19,14,12199,12138,61,32,0,0,0,10879,176,932,78,41,76,11843,295,23,53,11,160,16,3,11,3,681756,54485,752201,52820,21363,20480,1161,1167,63473,41843,2328,90.63481702364129,7.24340967374412,79.21809920484665,4.407421431276032,10269
Ohio,2018,2.10266766505563,33.12836105375417,6.981159190094771,2.3220106948635912,23.832754721547804,1.187477782063791,0.6580290894238842,97.28697571743929,2.7130242825607063,3.368050040465007,105.92858746912195,0,8.416366334534661,15.113350125944585,71.94063926940639,8.822596001269439,66.18705035971223,21.073059360730596,56.4748201438849,31.294964028776977,4453,4717,397,337,60,307,157,87,135900,132213,3687,201,46,17,0,127496,4320,119,14,0,3150,127833,4380,278,2872,184,923,148,9,86,1,10725441,743259,11641879,695933,262756,249940,53148,50627,54533,512696,103775,92.12809203737645,6.384355996141172,73.67031021664442,14.911636608696528,9627
Oklahoma,2018,1.4871913030728303,14.390146833958234,6.891351249450158,6.011604281435244,1.5081376594541378,1.1311032445906035,0.5864979786766092,99.31351542510038,0.6864845748996276,4.5118451645336295,158.17084493964717,NA,90.02054593484003,11.313987610042386,10.480349344978166,98.61111111111111,67.6056338028169,47.88937409024746,76.05633802816901,39.436619718309856,2154,3407,3067,2720,347,287,54,28,48071,47741,330,269,16,801,167,44334,340,1650,164,NA,71,47054,687,71,0,48,329,33,21,19,9,3291998,545570,3918137,263992,85766,80981,10403,10198,51424,166747,20601,84.01947149882713,13.924219597221843,63.163656474438625,7.8036455650171215,8625
Oregon,2018,2.449348425758585,28.536098164177684,1.7835061352611052,1.8548463806715494,24.92152573004851,1.9024065442785123,1.4505849900123657,98.68350034027175,1.316499659728252,NA,NA,NA,NA,NA,87.33333333333333,9.82824427480916,70.87378640776699,6.25,77.66990291262135,59.22330097087378,NA,NA,NA,NA,NA,78,80,61,42613,42052,561,NA,NA,NA,NA,NA,NA,NA,NA,NA,1047,40852,1200,103,944,73,75,80,0,61,0,3748383,293690,4081943,231927,93858,88599,2779,2165,59393,182457,4944,91.82840132750506,7.194857938976609,78.67001254705144,2.1317052348368235,9168
Pennsylvania,2018,1.4635182067731318,8.4095424420279965,1.3497732684228887,0.5232267164111196,6.544125453084005,0.8265465520117689,0.5763076876412333,97.6663580818367,2.3336419181633032,3.994722234860549,124.82915717539865,13.078967350037965,74.23262216104611,6.119043204153533,77.81785392245266,22.363847045191193,70.98445595854922,16.05049594229035,56.476683937823836,39.37823834196891,5268,6576,5393,5063,330,69,109,76,135025,131874,3151,1740,21,230,6,125753,1183,3093,303,689,862,130765,1109,193,669,137,178,109,0,76,0,11802355,785624,12791181,709250,261960,249606,50596,48445,59445,511566,99041,92.269470661075,6.14191918635191,72.12774057102574,13.964187522030313,10910
Rhode Island,2018,3.9144287664997726,28.12926718252162,5.188893946290396,3.368229403732362,19.66317705962676,2.6399635867091487,2.0937642239417387,99.29494712103408,0.7050528789659225,9.112426035502958,102.6973026973027,13.086913086913087,87.23037100949094,15.924826904055392,69.90291262135922,19.90740740740741,79.06976744186046,18.446601941747574,67.44186046511628,53.48837209302325,1001,1028,1011,850,161,37,29,23,11063,10985,78,87,10,58,3,9826,17,705,148,131,215,10676,309,43,172,34,57,29,0,23,NA,986610,54269,1056611,54587,19199,19207,2693,2115,63296,38406,4808,93.37495066774811,5.136138086769871,70.3574111052082,8.807957938703355,10464
South Carolina,2018,1.9485279932090904,13.90978894162133,6.848786510784427,0.34726241463132307,6.7330323725739865,1.2732955203148513,0.9260331056835281,97.6949318657293,2.30506813427069,3.871975923139252,108.61983059292477,13.951170901843549,73.17073170731707,3.3888888888888893,48.40499306518724,28.939828080229223,50.495049504950494,49.237170596393895,65.34653465346535,47.524752475247524,2007,2180,1800,1739,61,18,66,48,53057,51834,1223,140,5,299,9,49374,380,1300,47,280,348,51113,721,101,247,51,355,56,10,42,6,4323261,535224,4955925,290090,88934,85676,43106,42471,51015,174610,85577,87.23418937937922,10.799679171900301,60.19166465579647,29.500155124271778,7975
South Dakota,2018,1.2373174956693886,20.20951909593335,12.208199290604636,3.217025488740411,4.86678214963293,0.08248783304462591,0.08248783304462591,96.38257274606455,3.617427253935443,4.347108801451785,102.65654648956357,8.918406072106261,61.564625850340136,5.248618784530387,24.081632653061224,25.423728813559322,80,60.40816326530612,6.666666666666667,6.666666666666667,527,541,362,343,19,39,1,1,12578,12123,455,55,5,0,1,11535,179,288,13,47,58,11878,245,15,43,12,148,1,0,1,0,767332,79489,864289,60407,22988,21726,909,853,56499,44714,1762,88.7818773581522,9.197039416213789,74.02122270597779,2.9168804939824855,11086
