State,Year,HLp,NPr,LTFr,CLEARr,Dr,EIr,EI6r,PerTscr,PerTNscr,PerNPIS,PerReferOP,PerReDirDiag,PerOPS,PerNPOS,PerD,PerDHL,PerHL3,PerLTF,PerEI,PerEI6,NPIS,ReferOP,OPS,POS,NPOS,CLEAR,EI,EI6,Birth,Tscr,TNscr,NoInPaOut,NoInReOut,PaInPaOut,PaInReOut,PaInNoOut,ReInNoOut,ReInPaOut,ReInReOut,ReInStDia,Tdiag,TotPas,TotNotPas,HL,NHL,HL3,LTF,ToEnrEIPC,ToEnrEINPC,ToEnrEI6PC,ToEnrEI6NPC,Pop_with_insur,Pop_without_insur,Total_population,Population_under_5yr,White_alone_male_under_5yr,White_alone_female_under_5yr,Black_male_under_5yr,Black_female_under_5yr,Median_household_income,White_under_5yr,Black_under_5yr,Percent_insured,Percent_uninsured,percent_White_under_5yr,percent_Black_under_5yr,Health_Spending_per_Capita
Maine,2017,1.7813215709559758,19.594537280515734,2.375095427941301,1.9509712443803546,15.35329544490627,1.1875477139706505,0.7634235304097039,97.63146997929607,2.3685300207039335,NA,NA,NA,NA,NA,78.35497835497836,11.602209944751381,52.38095238095239,12.121212121212121,66.66666666666666,42.857142857142854,NA,NA,NA,NA,NA,23,14,9,12075,11789,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,11558,231,21,159,11,28,14,0,9,NA,1196879,118775,1330158,64394,29682,28113,950,777,53024,57795,1727,89.98021287696649,8.929390343102098,89.75215082150511,2.6819268875982236,10399
Maryland,2017,1.3908205841446453,14.411268605924304,1.7607196756724766,1.6571479300446836,11.008196963868258,1.020921492616814,0.6214304737667565,99.13313874180442,0.8668612581955791,NA,NA,NA,NA,NA,76.38603696098562,12.634408602150538,68.08510638297872,12.217659137577003,73.40425531914893,44.680851063829785,NA,NA,NA,NA,NA,112,69,42,68177,67586,591,NA,NA,NA,NA,NA,NA,NA,NA,NA,743,66612,974,94,649,64,119,69,0,42,NA,5467934,433369,5996079,366750,90557,87548,57044,55421,78916,178105,112465,91.19182719240358,7.227539863967769,48.563053851397406,30.66530334014997,9592
Massachusetts,2017,2.088065576545944,17.09956404576814,0.5502334965222422,2.088065576545944,14.47537352389283,1.7917860014955065,1.255661056166142,99.21611444729069,0.7838855527093045,1.8002511322112331,115.67398119122257,0,18.69918699186992,4.3478260869565215,84.65346534653465,14.42495126705653,77.02702702702703,3.217821782178218,85.8108108108108,60.13513513513513,1276,1476,276,264,12,148,127,89,71439,70879,560,197,3,0,0,69403,1200,67,9,0,1025,69667,1212,148,877,114,39,127,0,89,NA,6513408,200294,6789319,362855,128330,122754,18338,16828,74167,251084,35166,95.93610198607549,2.9501338794067564,69.19678659519643,9.691474555952102,11746
Michigan,2017,1.537512544076894,11.581980721249897,5.477963854645221,0.8285995746522183,5.284623953893037,0.856219560473959,0.5616063783753924,99.23348194708376,0.7665180529162403,NA,NA,NA,NA,NA,45.62798092209857,29.094076655052266,57.48502994011976,47.2972972972973,55.688622754491014,36.52694610778443,NA,NA,NA,NA,NA,90,93,61,109456,108617,839,NA,NA,NA,NA,NA,NA,NA,NA,NA,573,107359,1258,167,406,96,595,93,0,61,NA,9111760,702954,9925568,571999,208605,198437,49033,47757,52668,407042,96790,91.80089240232901,7.0822546377194735,71.16131321907906,16.921358254122822,8940
Minnesota,2017,2.4254401724757457,12.172116421128278,3.0842017008024913,1.8115942028985508,7.291292370343753,0.9282548808240507,0,98.55252091540879,1.4474790845912089,4.636782848245299,119.1798514691637,8.072328059412333,87.08449632073078,8.857808857808857,59.90159901599016,33.26488706365503,64.19753086419753,25.338253382533825,38.2716049382716,0,3097,3691,3432,3128,304,121,62,0,67773,66792,981,827,17,0,0,62851,259,2301,287,250,486,65979,813,162,324,104,206,62,0,NA,0,5138406,294386,5490726,349962,131703,125086,17060,15454,65699,256789,32514,93.58336220018992,5.3615132133710555,73.37625227881884,9.290722992782072,9782
Mississippi,2017,1.4645259275330873,16.35387285745281,1.7899761336515514,1.7899761336515514,12.80104144065958,0.8678672163159037,0.7322629637665437,98.66738025153867,1.3326197484613327,2.687676285528314,136.12512613521693,42.179616548940466,76.34408602150538,13.713862120088955,78.27529021558873,11.440677966101696,35.18518518518518,10.945273631840797,59.25925925925925,50,991,1349,1349,1164,185,66,32,27,37370,36872,498,693,4,79,0,35105,0,392,181,418,471,36269,603,54,417,19,66,32,0,27,0,2522981,398647,2986220,190855,50910,48044,40486,39804,42009,98954,80290,84.48744566709753,13.349552276791396,51.84773781142752,42.06858609939483,8392
Missouri,2017,1.5596532876939215,15.182465632418705,3.7128029592005745,1.2974106994975985,10.186054215204548,1.0903770772373433,0.8971456964611053,98.12158886225436,1.8784111377456356,3.2214431623695687,97.9005998286204,2.8706083976006855,57.61054421768708,7.601476014760148,67.0909090909091,15.311653116531165,74.33628318584071,24.454545454545453,69.91150442477876,57.52212389380531,2334,2285,1355,1252,103,94,79,65,73839,72452,1387,1,0,0,17,70100,930,1251,86,67,737,71352,1100,113,624,84,269,79,0,65,0,5339971,621543,6075300,373141,145830,137759,26042,25849,51542,283589,51891,87.8964166378615,10.230655276282654,76.00049311118318,13.906539351076402,8824
Montana,2017,1.9090593543908365,20.565775772301283,14.75182228392919,1.301631377993752,4.599097535577924,1.648733078792086,1.4751822283929192,98.02653963933311,1.9734603606668935,6.968066643526553,131.00871731008715,2.3661270236612704,83.38001867413632,6.606942889137738,22.362869198312236,41.509433962264154,68.18181818181817,71.72995780590718,86.36363636363636,77.27272727272727,803,1052,893,834,59,15,19,17,11756,11524,232,224,8,34,2,10453,159,576,49,19,52,11287,237,22,30,15,170,19,0,17,0,896130,118466,1029862,61218,25666,24449,103,84,50801,50115,187,87.0145708842544,11.50309458937217,81.86317749681467,0.3054657126988794,9030
Nebraska,2017,1.9528258538826773,7.428396385357635,0.7275233573288405,1.2253024965538366,5.513861234492265,1.455046714657681,1.148721090519222,99.42891951572375,0.5710804842762507,3.7792923878082405,105.5724417426545,NA,86.08445297504798,5.4626532887402455,74.22680412371135,35.41666666666667,76.47058823529412,9.793814432989691,74.50980392156863,58.82352941176471,987,1042,897,848,49,32,38,30,26266,26116,150,36,3,15,1,25074,145,797,45,NA,143,25922,194,51,92,39,19,38,0,30,0,1696460,168568,1893921,130827,55018,52214,3825,3867,56675,107232,7692,89.57395794227953,8.900476841431084,81.96473205072348,5.879520282510491,9189
Nevada,2017,1.8708804651296664,12.405376622629019,4.806723656563912,1.0937455026911895,6.533690239760527,1.6406182540367844,1.3240077137840716,97.91449426485923,2.0855057351407713,4.34907751201681,101.4559894109861,7.015221707478492,83.64856619890178,11.889132020423048,52.66821345707656,28.634361233480178,61.53846153846154,38.74709976798144,87.6923076923077,70.76923076923077,1511,1533,1371,1208,163,38,57,46,35483,34743,740,1,0,126,1,33104,162,1081,162,106,226,34312,431,65,161,40,167,57,0,46,0,2454719,397974,2887725,181207,55277,51859,9732,8572,55434,107136,18304,85.005289631111,13.78157546165234,59.12354379245834,10.101155032642227,7642
New Hampshire,2017,1.7047391749062393,33.583361745652915,6.989430617115581,3.8356631435390387,22.843504943743607,0.9376065461984316,0.6818956699624957,98.24972782849008,1.7502721715099239,NA,NA,NA,NA,NA,68.02030456852792,7.462686567164178,40,20.812182741116754,55.00000000000001,40,NA,NA,NA,NA,NA,45,11,8,11941,11732,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,267,11338,394,20,247,8,82,11,0,8,NA,1216855,98020,1331848,64233,29370,28127,509,530,71305,57497,1039,91.36590661997465,7.359698704356653,89.51317858421683,1.6175486120841311,10573
New Jersey,2017,1.2816339816095697,7.191390674587029,3.1328830661567255,0.4170396289364472,3.651639677760599,1.006998128407519,0.6408169908047848,99.35522991409803,0.6447700859019707,1.8939702172674748,117.72287862513426,13.211600429645543,79.16324856439705,10.310880829015543,50.777934936350775,35.097493036211695,60.317460317460316,43.56435643564357,78.57142857142857,50,1862,2192,1930,1731,199,41,99,63,98950,98312,638,206,25,345,0,95874,262,1180,174,246,358,97605,707,126,232,76,308,99,0,63,0,7998102,856275,8960161,526716,163335,157074,38269,38068,76475,320409,76337,89.26292730677496,9.556468907199324,60.83145376255895,14.493009515564365,10340
New Mexico,2017,2.4447622122791643,21.35707366575949,7.56492458139213,1.2454449005950459,12.592831772683242,1.337700078416901,0.9225517782185525,97.1586070900372,2.841392909962802,NA,NA,NA,NA,NA,58.963282937365015,19.413919413919416,56.60377358490566,35.42116630669546,54.71698113207547,37.735849056603776,NA,NA,NA,NA,NA,27,29,20,22313,21679,634,NA,NA,NA,NA,NA,NA,NA,NA,NA,272,21216,463,53,219,30,164,29,0,20,NA,1793939,256162,2084828,131062,46388,45285,1215,1130,46718,91673,2345,86.04733819768346,12.286960842812933,69.946284964368,1.7892295249576535,7973
New York,2017,1.4868895517072518,9.874015046966122,3.5703156301473533,2.0121978364421493,4.295953345501491,1.2197836442149312,0.8013177224769621,97.55027771625606,2.4497222837439363,3.037884521212661,303.1213364595545,0.996483001172333,94.30443791259096,5.29354657401257,43.50766456266907,34.61139896373057,41.91616766467065,36.15870153291254,82.03592814371258,53.89221556886228,6824,20685,19571,18535,1036,452,274,180,230271,224630,5641,13611,282,0,36,203877,1114,4924,718,68,964,222412,2218,334,630,140,802,265,9,171,9,18074610,1481650,19798228,1176877,336965,320268,98802,96554,62765,657233,195356,91.29407944993865,7.483750565959742,55.84551316747629,16.59952569384906,11558
North Carolina,2017,1.6413724843286044,6.895414054767403,1.8970636753546686,1.3361926756845925,3.6704058066644674,1.3114483668756187,0.6845925437149456,99.2509516597765,0.7490483402234865,2.61712306169581,95.2410967538607,4.7589032461393,85.43964702174598,13.795647362596828,53.22966507177034,44.71910112359551,56.28140703517588,27.51196172248804,79.89949748743719,41.70854271356784,3173,3022,2711,2337,374,162,159,83,122155,121240,915,0,0,0,0,118067,311,2337,374,151,444,120404,836,199,245,112,230,159,0,83,0,8658835,1186403,10052564,603983,188077,179753,67988,65043,50320,367830,133031,86.13558690101351,11.801993998744997,60.90072071564928,22.025619926388657,8105
North Dakota,2017,1.8673378257692619,22.89518551595356,11.041649752374767,5.1148818705853705,6.819842494113827,1.299017617926443,0.8118860112040269,99.42686470778173,0.5731352922182757,10.21352602094666,100.63593004769476,3.100158982511924,83.9080459770115,6.575342465753424,29.78723404255319,27.380952380952383,47.82608695652174,48.226950354609926,69.56521739130434,43.47826086956522,1258,1266,1095,1023,72,63,16,10,12388,12317,71,45,2,0,0,11012,171,978,70,39,83,12035,282,23,60,11,136,13,3,9,1,670578,58701,745475,51766,20952,20384,964,923,61285,41336,1887,89.95311714007848,7.874308326905664,79.85164007263454,3.6452497778464625,9961
Ohio,2017,1.941632012378834,30.7164696517709,7.707014424614836,1.5622326536381423,21.454661776630488,1.0117316233085112,0.5579402334421937,97.72025094686644,2.2797490531335645,3.1304166697663347,102.0912547528517,0,4.515828677839851,13.917525773195877,69.84742068297408,9.0499306518724,69.73180076628353,25.090821022039233,52.10727969348659,28.735632183908045,4208,4296,194,167,27,210,136,75,137559,134423,3136,63,12,11,2,130127,4102,93,13,0,2883,130294,4129,261,2622,182,1036,136,0,75,0,10588908,847730,11609756,695704,264420,250526,53266,51048,52407,514946,104314,91.20698143871412,7.301876111780471,74.0179731609995,14.994020445476814,9400
Oklahoma,2017,1.7643273761338398,13.097536168711212,6.413848932063018,4.919359860514353,1.7850841687942378,1.2869211449446831,0.68497415779313775,99.34631088382068,0.6536891161793211,4.784440708221766,156.6594360086768,NA,91.22126834671836,9.532483302975105,13.629160063391444,98.83720930232558,30.58823529411765,48.96988906497623,72.94117647058823,38.82352941176471,2305,3611,3294,2980,314,237,62,33,48494,48177,317,219,13,929,145,44566,317,1832,156,NA,85,47546,631,85,0,26,309,43,19,24,9,3249592,566777,3896251,265113,85592,81715,10468,9930,49767,167307,20398,83.40304564567323,14.546727097407224,63.10780685971642,7.694077619731964,8382
Oregon,2017,2.2337877671333826,27.38117170228445,1.358695652173913,2.210759027266028,23.834745762711865,1.7041267501842299,1.0593220338983051,98.6214258136313,1.3785741863686947,NA,NA,NA,NA,NA,87.04793944491169,9.371980676328501,57.73195876288659,4.96215306980656,76.28865979381443,47.42268041237113,NA,NA,NA,NA,NA,96,74,46,44031,43424,607,NA,NA,NA,NA,NA,NA,NA,NA,NA,1034,42235,1189,97,937,56,59,74,0,46,0,3633545,352236,4025127,231854,94053,89218,2726,2545,56119,183271,5271,90.27156161780734,8.75092885267968,79.04586507025974,2.273413441217318,8827
Pennsylvania,2017,1.6760835766561755,10.723901255166659,3.4431762162982062,1.031436047173031,6.256873080277577,1.198285995980433,0.546054377915134,96.27966411098942,3.7203358890105878,2.847825262599067,108.44207723035953,11.744340878828229,79.7695546199867,10.305555555555555,58.345120226308346,26.78787878787879,58.82352941176471,32.10749646393211,71.49321266968326,32.57918552036199,3755,4072,3600,3229,371,136,158,72,136950,131855,5095,678,37,42,1,126895,472,2509,333,441,824,130441,1414,221,603,130,454,158,0,72,0,11693210,893635,12790505,711647,263442,250491,50859,49388,56951,513933,100247,91.42101895116728,6.986706154291797,72.21740553954419,14.086618787123392,10342
Rhode Island,2017,3.1525851197982346,34.58836245721491,8.91731219600072,4.68384074941452,21.07728337236534,2.5220680958385877,1.2610340479192939,99.13385123671756,0.866148763282436,9.034408214736084,103.98803589232304,11.166500498504487,89.26406926406926,25.21823472356935,60.9375,14.957264957264957,54.285714285714285,25.78125,80,40,1003,1043,1031,771,260,52,28,14,11199,11102,97,95,11,40,6,9947,12,636,243,112,233,10718,384,35,198,19,99,28,0,14,0,970742,69781,1056138,54571,18955,19514,2673,2192,61043,38469,4865,91.91431422787552,6.607185803370393,70.49348555093364,8.914991478990672,10290
South Carolina,2017,1.853514990541341,17.82813903273269,10.375862266638642,0.11465041178606233,7.356734756272333,1.3949133433970917,0.8789864903598112,97.66717055782618,2.3328294421738236,3.817858712475876,99.69969969969969,15.865865865865866,66.34906886097878,10.182767624020887,41.264737406216504,25.19480519480519,46.391752577319586,58.19935691318327,75.25773195876289,47.42268041237113,1998,1992,1532,1376,156,6,73,46,53583,52333,1250,37,9,247,18,50024,460,1092,129,317,384,51400,933,97,287,45,543,66,7,42,4,4216986,578318,4893444,289964,88467,85654,43510,42973,48781,174121,86483,86.17623906598297,11.818220459864259,60.049178518712665,29.825426604681958,7855
South Dakota,2017,2.9642685467072583,21.631148854350265,14.901458099663515,2.1631148854350264,4.646691235378946,0.2403460983816696,0.2403460983816696,97.41668617810036,2.583313821899633,4.822945040858836,109.80066445182723,7.475083056478406,65.58073654390935,5.831533477321814,21.48148148148148,63.793103448275865,72.97297297297297,68.88888888888889,8.108108108108109,8.108108108108109,602,661,463,436,27,27,3,3,12813,12482,331,100,4,0,0,11776,198,336,23,45,57,12212,270,37,20,27,186,3,0,3,0,756360,81667,855444,60212,23033,21611,819,763,54126,44644,1582,88.4172429755776,9.546738301981193,74.14468876635887,2.627383245864612,10440
Tennessee,2017,1.7275995704347014,50.52061446514451,7.995984498295746,3.221739739459308,39.31456319745996,0.9571835457813886,0.6303403838072559,98.75046108447067,1.249538915529325,NA,NA,NA,NA,NA,77.81885397412199,4.394299287410926,78.37837837837837,15.827171903881702,55.4054054054054,36.486486486486484,NA,NA,NA,NA,NA,276,82,54,86752,85668,1084,NA,NA,NA,NA,NA,NA,NA,NA,NA,3367,81340,4328,148,3219,116,685,82,0,54,0,5788161,706290,6597381,402578,145419,137753,40106,39073,48708,283172,79179,87.7342236260116,10.705611817780419,70.33966088559237,19.66798980570225,8485
Texas,2017,1.115865357598722,13.261939357935889,6.5747750206716065,1.7982290654828326,4.891611207890801,0.33449201366868164,0.20872301652925737,98.49425693305993,1.5057430669400707,3.336089547525963,90.49490655330071,13.660062565172055,71.4901809780516,13.508564041796834,36.88458434221146,22.811816192560176,63.06954436450839,49.57627118644068,29.97601918465228,18.705035971223023,12467,11282,9283,8029,1254,672,125,78,379414,373701,5713,449,17,51,1,360716,1999,7529,1236,1703,1827,368745,4956,417,1410,263,2457,121,4,78,NA,22026776,4916911,27419612,1981850,734130,698371,117555,113136,57051,1432501,230691,80.33219434323141,17.93209546509994,72.28100007568686,11.640184675934103,7572
Utah,2017,1.989120727449866,8.829260371843795,0.8524803117642283,0.7712917106438256,7.22578549971584,1.6846634732483559,1.3599090687667452,99.20064431692339,0.7993556830766133,3.9295282942274903,109.09090909090908,2.9442148760330578,95.0207468879668,15.866084425036389,81.83908045977012,27.52808988764045,85.71428571428571,9.655172413793103,84.6938775510204,68.36734693877551,1936,2112,2061,1734,327,38,83,67,49665,49268,397,80,110,41,2,47099,51,1613,215,57,355,48833,435,98,257,84,42,83,0,67,0,2646042,321826,2993941,254014,109772,102988,1614,1254,65325,212760,2868,88.37989793386042,10.74924322155981,83.75916288078609,1.1290716259733715,6628
Vermont,2017,2.018348623853211,5.871559633027523,0,0.5504587155963303,5.5045871559633035,1.651376146788991,1.651376146788991,98.76766944545125,1.2323305545487495,5.908256880733945,137.88819875776397,0,100,7.207207207207207,93.75,36.666666666666664,100,0,81.81818181818183,81.81818181818183,322,444,444,412,32,3,9,9,5518,5450,68,122,0,0,0,5006,0,290,32,0,29,5418,32,11,18,11,0,9,0,9,NA,589214,29489,624636,29829,14246,13202,257,279,57808,27448,536,94.32917731286702,4.720989504287297,92.01783499279225,1.796909048241644,11521
Virginia,2017,1.6278974526988288,15.848963879105577,4.074862806126627,2.436727004668687,9.347612417069376,0.9214513883200917,0.6962077156196249,98.21809259482724,1.7819074051727606,3.820951756900647,108.68167202572347,21.27545551982851,74.3917525773196,8.481152993348115,58.97932816537468,17.41511500547645,49.056603773584904,25.710594315245476,56.60377358490566,42.76729559748428,3732,4056,3608,3302,306,238,90,68,99444,97672,1772,13,7,883,215,92844,448,2406,84,794,912,96124,1548,159,753,78,398,90,0,68,NA,7342809,810412,8365952,509922,162469,154025,50961,49698,68766,316494,100659,87.77015455025322,9.687026652794566,62.06713968018638,19.740077894266182,8176
Washington,2017,1.832249932895305,10.900136543466337,2.812561998902984,1.143697410342292,6.955547515959247,1.2487308459859723,0.7235636677675726,99.55501336121762,0.4449866387823864,4.655315275362657,142.99323138631237,5.5903735271998,92.07018727855576,8.502840388491844,63.811563169164884,26.34228187919463,63.05732484076433,25.802997858672377,68.15286624203821,39.490445859872615,3989,5704,5457,4993,464,98,107,62,86070,85687,383,1803,135,0,0,79760,247,3190,329,223,595,84753,934,157,438,99,241,107,0,62,0,6478362,584670,7169967,448145,157683,149846,10187,8848,66174,307529,19035,90.3541397052455,8.154430836292551,68.62265561369647,4.247509176717357,8278
West Virginia,2017,0.2675370538819627,36.43854673872331,29.750120391674248,0.10701482155278506,6.634918936272674,0.21402964310557013,0.05350741077639253,97.28280672531362,2.7171932746863776,NA,NA,NA,NA,NA,18.208516886930983,4.032258064516129,20,81.64464023494861,80,20,NA,NA,NA,NA,NA,2,4,1,19211,18689,522,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,18008,681,5,118,1,556,4,0,1,0,1664214,143769,1836843,101045,46663,44554,1858,1627,44061,91217,3485,90.60186417674238,7.826961803485655,90.27364045722203,3.4489583848780243,11017
